user_id,budget,available_days,distance_preference,num_travelers,activity_type,season,start_latitude,start_longitude,selected_attractions,total_time_hours,total_budget
199,32331.55,3,319.75,2,mixed,1,8.888748,79.583643,"['83', '46', '81', '3', '1', '6', '2']",9.47,30454.86
200,70800.38,5,409.94,2,adventure,1,6.356145,81.49493,"['92', '42', '40', '32', '31', '30', '62', '87', '29', '98', '55', '47']",33.97,58968.72
201,35114.87,5,241.12,4,relaxation,1,6.583387,81.344355,"['7', '1', '2', '6', '3', '83', '61', '81', '10', '108', '34', '74']",15.22,29929.49
202,114469.67,3,246.02,5,adventure,3,7.197575,79.575762,"['47', '50', '40', '113', '54', '92', '120']",21.2,82720.06
203,59703.58,5,56.29,2,wildlife,2,9.606666,80.00589,"['85', '43', '14', '84', '86', '97', '107', '57', '116', '103', '64', '104']",36.51,45136.62
204,32073.37,2,164.09,5,mixed,2,6.607138,80.953467,"['117', '4', '34', '115', '10']",8.76,21955.69
205,95454.34,4,264.67,4,cultural,1,7.169897,80.084908,"['74', '65', '16', '17', '15', '34', '36', '48', '33', '73']",12.4,71407.54
206,141051.6,5,464.71,2,beach,3,7.099787,80.674254,"['5', '108', '118', '63', '56', '100', '3', '1', '2', '7', '6', '4']",37.82,112674.5
207,41169.07,2,123.67,2,cultural,3,9.707107,81.857332,"['93', '77', '121', '70', '64']",7.07,35690.85
208,131710.94,1,245.4,1,adventure,2,6.3173,80.55153,"['55', '31', '32', '29', '120']",7.54,91625.28
209,266563.45,2,481.84,2,cultural,3,6.817703,79.920937,"['17', '16', '36', '15', '34']",9.11,234361.86
210,412484.29,5,450.68,2,mixed,2,8.71079,81.752128,"['64', '51', '8', '117', '4', '85', '116', '115', '34', '96', '11', '9']",25.6,339157.53
211,379197.13,3,345.36,2,wildlife,3,9.366703,81.891356,"['35', '43', '122', '53', '85', '93', '100']",23.05,274792.41
212,232551.95,1,145.02,3,relaxation,2,8.196466,79.594124,"['85', '116', '64', '117', '96']",7.13,167715.53
213,122498.02,5,382.43,3,wildlife,3,8.099821,79.540267,"['122', '35', '43', '53', '85', '96', '95', '15', '34', '16', '17', '109']",18.59,95270.51
214,28099.48,7,329.43,2,adventure,1,9.056088,80.348528,"['92', '98', '31', '29', '32', '40', '42', '102', '30', '87', '83', '86']",53.4,26392.05
215,175872.6,10,149.41,2,cultural,2,6.845671,80.755793,"['73', '48', '71', '119', '82', '15', '34', '115', '33', '106', '64', '16']",75.74,152552.0
216,30640.21,2,183.51,3,wildlife,1,9.415139,80.038353,"['85', '43', '104', '122', '35']",12.41,18884.22
217,120443.18,1,125.94,2,cultural,2,8.741316,80.966422,"['64', '60', '73', '116', '77']",7.63,82058.72
218,97707.72,1,114.03,5,cultural,1,7.532406,81.572128,"['74', '67', '73', '71', '15']",5.93,81272.06
219,134385.21,3,296.76,5,mixed,3,6.23605,81.536607,"['10', '63', '34', '53', '108', '33', '35']",23.84,81584.58
220,470818.18,4,429.32,5,cultural,2,8.392168,81.605916,"['64', '73', '71', '60', '48', '116', '106', '115', '119', '82']",13.41,425793.94
221,136701.51,4,281.32,2,historical,1,7.422088,81.131724,"['81', '83', '74', '61', '46', '34', '117', '33', '95', '13']",27.93,109151.04
222,32966.27,3,344.8,6,cultural,3,6.014826,81.308125,"['15', '18', '34', '16', '17', '36', '33']",19.06,20992.04
223,135654.12,14,56.5,2,historical,1,7.863458,80.87349,"['81', '13', '11', '9', '83', '95', '34', '33', '74', '105', '96', '12']",57.33,85197.6
224,107127.36,4,497.47,5,mixed,1,7.456882,79.948285,"['3', '1', '6', '2', '83', '7', '81', '46', '61', '74']",18.59,86495.34
225,117312.11,2,130.81,1,mixed,3,6.508542,79.51854,"['118', '36', '10', '5', '35']",13.59,93067.15
226,486151.05,3,278.16,2,historical,2,9.635368,80.52431,"['64', '116', '117', '14', '115', '96', '12']",10.16,301564.54
227,336189.14,3,360.92,2,adventure,2,8.923324,80.976747,"['88', '94', '99', '86', '52', '102', '31']",9.72,315444.65
228,308256.26,4,184.19,1,relaxation,1,6.653898,80.164194,"['3', '1', '6', '2', '7', '61', '74', '81', '36', '10']",15.88,227180.78
229,31898.2,10,234.84,2,historical,3,8.514598,80.078365,"['96', '95', '14', '36', '34', '13', '10', '12', '83', '33', '11', '64']",32.41,29930.75
230,41030.23,3,472.58,2,historical,3,9.553084,81.431661,"['96', '14', '95', '34', '13', '12', '33']",10.73,26167.16
231,361898.77,5,133.3,1,mixed,2,7.09209,80.072126,"['115', '117', '36', '5', '35', '34', '33', '95', '3', '116', '4', '85']",30.11,339475.75
232,29348.14,4,172.06,6,mixed,2,6.727303,80.204509,"['117', '36', '10', '4', '115', '34', '3', '5', '64', '1']",22.3,22946.03
233,19837.16,4,129.98,4,cultural,2,8.832067,81.089197,"['64', '73', '48', '106', '116', '60', '8', '121', '15', '34']",27.67,18840.28
234,403462.31,4,405.8,2,historical,2,6.27226,81.261005,"['117', '64', '115', '116', '10', '34', '33', '36', '61', '95']",25.4,364057.92
235,98672.8,5,166.6,2,historical,1,6.0343,81.415762,"['61', '74', '10', '81', '34', '117', '83', '33', '36', '7', '67', '95']",25.49,71529.4
236,15096.62,5,498.27,4,mixed,3,9.429848,80.899152,"['96', '14', '95', '36', '10', '34', '5', '13', '108', '33', '12', '35']",28.82,13838.26
237,241477.41,4,282.0,1,cultural,1,6.711532,80.696161,"['65', '74', '15', '34', '33', '16', '17', '73', '36', '18']",31.78,222812.02
238,135543.29,10,320.8,1,wildlife,1,7.027233,81.884242,"['35', '53', '92', '25', '26', '122', '85', '7', '2', '1', '27', '105']",41.36,90473.91
239,31791.54,2,262.66,4,beach,1,9.129271,80.446008,"['3', '90', '1', '6', '2']",8.28,19175.34
240,125146.25,10,348.96,3,wildlife,3,6.625595,79.574468,"['35', '122', '53', '43', '17', '16', '36', '10', '38', '85', '5', '34']",76.9,104003.65
241,76386.49,7,232.36,2,historical,2,8.602059,80.013543,"['64', '116', '117', '96', '83', '95', '12', '14', '13', '34', '115', '46']",29.2,48224.72
242,96009.83,10,246.92,2,adventure,2,6.363383,81.107794,"['32', '30', '31', '29', '55', '62', '45', '41', '120', '40', '102', '114']",50.38,90526.85
243,189880.96,5,233.32,2,historical,2,8.984765,81.456839,"['64', '117', '116', '77', '96', '12', '11', '83', '115', '13', '9', '93']",22.09,168500.94
244,38129.35,2,118.37,6,relaxation,2,8.690305,81.473735,"['64', '8', '51', '117', '116']",8.05,28877.57
245,36825.51,7,217.58,2,wildlife,2,8.090666,79.516471,"['85', '122', '35', '48', '31', '29', '32', '43', '112', '73', '106', '64']",41.28,34418.35
246,162855.28,14,206.4,1,historical,2,7.504031,81.702626,"['117', '64', '34', '67', '116', '33', '95', '13', '11', '115', '96', '9']",66.22,100997.66
247,142336.11,1,221.55,5,relaxation,2,6.756171,79.669339,"['115', '117', '36', '64', '118']",4.65,125459.87
248,273858.14,3,54.11,2,beach,3,8.314176,80.135483,"['96', '12', '5', '95', '122', '109', '13']",14.99,185405.79
249,420724.66,4,294.92,1,wildlife,1,6.163865,79.805691,"['35', '53', '3', '122', '1', '6', '92', '2', '85', '7']",12.12,311782.77
250,475652.2,2,150.82,2,beach,3,9.531438,79.624553,"['100', '5', '107', '14', '118']",6.94,388069.06
251,89054.76,4,104.17,2,relaxation,3,7.49217,79.964563,"['5', '95', '35', '34', '36', '96', '33', '13', '122', '12']",24.72,82223.69
252,43140.67,5,245.27,1,beach,3,8.627312,81.392924,"['108', '5', '100', '8', '118', '63', '51', '56', '4', '90', '96', '95']",20.74,30712.45
253,342537.36,4,396.2,1,adventure,2,6.132057,81.723256,"['62', '55', '32', '31', '30', '29', '120', '41', '45', '114']",12.19,240439.73
254,35513.37,3,211.55,3,mixed,1,8.467373,81.702292,"['83', '81', '90', '64', '8', '7', '3']",21.61,28986.82
255,20472.69,10,132.94,4,historical,2,6.653958,80.502528,"['10', '36', '32', '31', '34', '95', '29', '117', '64', '30', '96', '48']",31.33,16990.08
256,33516.4,4,414.99,2,beach,2,7.192608,80.904941,"['4', '8', '51', '108', '5', '1', '7', '2', '3', '6']",15.4,23001.38
257,136288.66,3,262.02,4,relaxation,3,7.96343,80.352036,"['96', '95', '13', '34', '12', '9', '35']",18.35,110253.31
258,339127.33,4,109.53,2,relaxation,2,6.904993,81.765702,"['4', '117', '51', '108', '67', '63', '8', '34', '64', '33']",23.26,220042.22
259,452595.12,7,479.98,3,beach,3,9.793826,80.888238,"['100', '5', '108', '118', '63', '56', '8', '51', '90', '3', '4', '1']",23.99,388139.14
260,175812.17,1,110.64,2,adventure,2,7.093999,79.64885,"['120', '31', '29', '32', '41']",7.22,139657.19
261,142086.21,3,227.99,1,relaxation,3,8.737506,80.766493,"['96', '12', '77', '13', '9', '95', '11']",13.54,91817.29
262,122564.52,10,445.91,2,wildlife,3,8.599263,79.726191,"['35', '122', '43', '53', '85', '96', '109', '95', '15', '34', '16', '17']",76.32,114066.71
263,43613.04,7,439.08,6,mixed,3,7.249467,80.840945,"['34', '95', '10', '36', '96', '33', '5', '13', '108', '35', '14', '12']",39.99,33574.45
264,400959.55,4,300.24,1,adventure,3,6.513214,80.271137,"['47', '40', '50', '54', '113', '92', '55', '120', '31', '32']",13.82,322333.55
265,47751.18,4,217.83,2,wildlife,2,6.166315,80.1727,"['35', '85', '53', '55', '32', '31', '29', '72', '30', '122']",20.15,41328.94
266,24135.2,1,189.13,1,relaxation,1,9.221188,81.354834,"['83', '90', '64', '81', '8']",7.31,21411.54
267,265748.54,5,327.25,1,beach,1,9.450311,79.690946,"['3', '1', '6', '2', '90', '7', '100', '8', '5', '51', '104', '108']",35.79,168960.43
268,125681.42,2,306.18,2,wildlife,3,6.03451,79.763843,"['35', '53', '122', '43', '10']",15.13,101703.92
269,36165.82,5,263.71,3,mixed,2,6.713419,81.562468,"['4', '117', '64', '8', '108', '34', '10', '51', '7', '95', '36', '1']",36.01,30291.86
270,31760.13,2,450.72,2,adventure,1,9.304331,81.883339,"['92', '98', '42', '87', '99']",8.04,23591.95
271,83643.99,2,89.8,4,mixed,3,9.157568,80.674907,"['100', '14', '77', '101', '96']",12.49,63259.54
272,63674.2,4,420.29,2,beach,1,7.104226,81.849007,"['7', '1', '2', '3', '6', '4', '90', '108', '8', '5']",20.81,59194.01
273,148105.48,10,132.58,8,beach,2,7.713003,81.054929,"['8', '4', '51', '73', '108', '5', '117', '29', '31', '22', '32', '3']",69.85,111780.2
274,12598.1,5,173.05,6,wildlife,2,9.087553,80.018724,"['85', '64', '48', '31', '29', '43', '32', '8', '73', '35', '97', '83']",30.41,8076.03
275,77182.49,3,419.22,2,relaxation,3,8.160457,79.699778,"['96', '95', '34', '36', '13', '12', '35']",21.24,51236.77
276,255909.66,2,349.46,8,beach,1,8.152295,80.571841,"['3', '1', '6', '2', '7']",10.94,196769.37
277,295494.05,10,175.79,4,mixed,2,8.135851,80.304595,"['64', '116', '85', '117', '8', '96', '51', '12', '95', '115', '81', '13']",45.11,185479.53
278,79113.86,3,157.85,3,cultural,2,8.667069,80.911891,"['64', '73', '60', '116', '106', '48', '71']",10.89,66988.31
279,105925.8,4,418.67,2,mixed,2,9.071981,80.395268,"['64', '85', '8', '116', '117', '51', '4', '115', '96', '14']",16.23,80934.33
280,136074.42,4,401.03,2,relaxation,3,8.055205,80.623174,"['96', '95', '34', '13', '9', '12', '33', '35', '11', '36']",13.7,124338.18
281,296034.04,2,224.56,2,adventure,2,8.535506,79.824393,"['94', '88', '86', '31', '29']",13.43,221558.31
282,28998.68,3,434.69,1,adventure,1,6.773861,80.718905,"['92', '42', '32', '31', '29', '40', '30']",12.16,26354.16
283,86564.94,5,216.46,2,wildlife,2,8.057856,80.87303,"['85', '35', '73', '122', '22', '64', '43', '31', '29', '8', '32', '48']",39.93,60247.49
284,398924.95,5,178.93,2,mixed,2,9.215811,81.252536,"['64', '8', '51', '85', '116', '117', '100', '77', '4', '93', '12', '83']",25.47,279402.21
285,120841.91,5,238.57,2,relaxation,3,6.463064,81.320978,"['10', '34', '108', '33', '53', '63', '35', '36', '95', '67', '13', '5']",39.79,87251.92
286,18175.93,2,390.08,2,cultural,1,8.703434,81.693637,"['64', '73', '15', '34', '74']",9.12,15024.28
287,122140.44,5,275.16,2,relaxation,1,8.32035,81.518537,"['83', '81', '3', '7', '1', '2', '90', '6', '46', '74', '64', '8']",26.45,74990.1
288,140922.28,5,171.55,2,relaxation,2,7.286822,79.520149,"['115', '117', '85', '116', '5', '36', '64', '8', '95', '34', '35', '3']",25.02,100636.94
289,292057.69,5,275.39,8,mixed,2,7.555126,81.521458,"['117', '4', '51', '64', '8', '116', '85', '115', '67', '34', '33', '11']",36.29,185590.37
290,274341.63,3,187.95,2,adventure,3,6.97292,81.020076,"['40', '47', '54', '50', '32', '31', '29']",21.0,194348.01
291,15708.31,14,400.84,2,historical,2,7.74952,80.077056,"['64', '95', '96', '83', '36', '10', '31', '29', '32', '48', '14', '34']",97.58,12167.8
292,169258.09,7,308.01,1,wildlife,2,9.338728,81.647625,"['85', '35', '64', '97', '43', '99', '122', '79', '8', '73', '51', '88']",42.2,159023.88
293,35570.5,3,153.82,2,adventure,3,7.983566,80.031529,"['50', '40', '47', '92', '54', '113', '31']",23.61,24222.5
294,260764.62,1,284.96,2,adventure,1,9.65569,81.409355,"['98', '92', '99', '87', '42']",6.7,243112.77
295,14309.69,5,488.47,3,adventure,1,7.843752,81.035978,"['92', '31', '32', '29', '40', '30', '102', '98', '42', '62', '83', '54']",28.57,13326.29
296,45619.85,2,209.28,2,beach,1,8.493299,80.520179,"['3', '1', '6', '2', '7']",14.43,42242.31
297,246585.41,2,121.61,1,cultural,3,9.617218,81.34121,"['93', '77', '121', '64', '101']",14.07,155399.66
298,471802.56,2,107.23,1,mixed,2,9.379086,79.891241,"['85', '116', '64', '14', '8']",14.19,365980.36
299,125387.05,5,273.66,3,adventure,3,9.043512,80.339687,"['111', '40', '47', '50', '54', '86', '92', '94', '113', '88', '31', '102']",24.84,103770.78
300,53638.96,4,105.97,3,historical,2,7.683264,79.659691,"['116', '117', '115', '95', '96', '36', '64', '46', '34', '13']",25.84,45887.46
301,458819.49,5,236.3,2,cultural,2,9.695097,81.214581,"['64', '73', '60', '116', '106', '48', '71', '93', '77', '121', '115', '97']",18.15,391118.54
302,351360.02,4,494.36,1,historical,1,6.066261,81.126392,"['61', '74', '81', '83', '46', '10', '34', '117', '33', '36']",28.64,292288.74
303,208850.85,7,217.77,5,cultural,2,8.540165,80.825128,"['64', '73', '60', '48', '106', '116', '71', '115', '15', '77', '34', '119']",46.85,133400.52
304,94941.2,10,154.42,1,wildlife,3,8.92679,80.24957,"['43', '122', '35', '85', '96', '109', '14', '12', '107', '121', '95', '53']",72.36,60855.3
305,383378.68,10,422.39,1,mixed,2,7.510619,81.258846,"['117', '4', '64', '51', '8', '85', '116', '115', '34', '33', '95', '13']",74.76,253853.77
306,328293.3,4,416.95,2,adventure,3,8.445026,79.626809,"['47', '50', '40', '111', '54', '113', '92', '94', '31', '120']",25.04,233254.05
307,76658.74,3,378.45,1,mixed,1,7.73068,80.12303,"['83', '3', '81', '1', '6', '2', '46']",21.26,46338.6
308,38998.93,2,446.01,2,wildlife,3,7.850574,81.468704,"['35', '122', '53', '43', '85']",14.44,34726.08
309,18314.32,14,466.57,4,relaxation,3,8.992418,80.652799,"['96', '14', '95', '36', '10', '5', '34', '83', '108', '13', '64', '16']",90.06,12065.94
310,51736.56,3,381.16,3,wildlife,2,6.288018,79.712449,"['85', '35', '53', '122', '31', '32', '55']",11.99,40536.35
311,27889.57,5,344.08,6,historical,2,6.30246,80.136928,"['117', '10', '64', '36', '34', '95', '96', '116', '115', '33', '13', '83']",16.32,24044.8
312,140804.34,7,210.0,1,adventure,3,6.31387,79.746384,"['47', '50', '40', '113', '54', '92', '120', '55', '31', '32', '29', '30']",34.65,104336.0
313,20199.37,4,99.17,1,wildlife,1,6.131364,79.716778,"['6', '1', '3', '2', '35', '10', '92', '7', '53', '17']",12.37,18066.37
314,328497.14,3,227.83,2,beach,1,7.005116,81.311381,"['7', '2', '1', '3', '6', '108', '4']",15.07,265311.45
315,366344.16,5,150.52,2,mixed,1,7.760614,81.845601,"['81', '74', '83', '67', '51', '7', '3', '2', '1', '11', '4', '108']",32.27,278426.06
316,172740.88,3,476.88,3,beach,2,8.79227,79.905286,"['8', '51', '4', '5', '3', '100', '1']",19.64,134889.46
317,158073.97,4,277.58,3,adventure,3,5.923774,79.989585,"['47', '40', '50', '54', '113', '55', '92', '120', '32', '31']",14.88,123082.53
318,108529.26,4,75.58,3,wildlife,3,8.38331,79.742675,"['122', '43', '85', '35', '96', '109', '12', '95', '13', '107']",29.65,75635.17
319,71623.73,4,165.96,2,mixed,1,7.649689,80.637681,"['81', '83', '3', '74', '1', '95', '34', '6', '7', '46']",24.49,64764.05
320,93315.66,7,490.65,5,adventure,1,8.781522,80.325548,"['92', '98', '42', '87', '31', '29', '32', '40', '94', '30', '102', '47']",54.02,82275.95
321,69422.52,3,277.43,1,wildlife,2,8.956879,81.181031,"['85', '64', '35', '97', '43', '122', '8']",13.35,64886.44
322,27681.55,5,248.18,4,historical,3,9.46269,79.676526,"['14', '96', '95', '34', '13', '36', '12', '10', '33', '11', '83', '9']",18.27,18728.38
323,445300.27,5,110.9,2,relaxation,2,8.450851,81.256756,"['8', '64', '51', '117', '116', '77', '11', '85', '9', '4', '13', '12']",16.86,395635.42
324,251207.77,7,211.86,3,wildlife,2,8.820694,80.55217,"['85', '43', '35', '122', '97', '64', '94', '88', '8', '86', '116', '22']",26.49,202871.95
325,38423.49,2,188.93,2,beach,2,6.179305,80.234536,"['1', '6', '4', '2', '3']",12.61,25631.73
326,168853.59,1,68.14,5,wildlife,2,9.128086,80.797842,"['97', '85', '64', '88', '43']",5.81,133033.95
327,49420.5,2,72.27,1,relaxation,3,9.658866,81.404856,"['100', '93', '77', '64', '14']",7.01,37278.57
328,223924.65,2,381.48,1,mixed,1,7.929181,79.938041,"['81', '83', '3', '46', '1']",8.88,177222.3
329,87523.84,2,117.24,1,wildlife,2,8.188195,79.797261,"['85', '122', '35', '43', '106']",10.62,59945.2
330,412742.22,2,139.17,4,mixed,3,7.030961,80.956156,"['34', '33', '35', '108', '13']",9.46,283011.74
331,20662.64,4,300.07,1,wildlife,3,6.892482,79.570494,"['35', '122', '53', '17', '16', '36', '38', '43', '10', '5']",26.05,15083.58
332,10015.63,4,290.75,3,adventure,3,9.749215,80.405043,"['40', '31', '29', '32', '54', '14', '92', '102', '113', '50']",19.9,6928.23
333,25688.61,4,174.98,3,beach,1,8.514809,81.796599,"['90', '8', '7', '1', '3', '2', '6', '51', '108', '4']",20.9,15440.45
334,203632.91,2,370.43,3,cultural,2,6.479456,79.899972,"['73', '48', '115', '71', '64']",11.54,147121.51
335,112389.93,2,335.88,2,cultural,1,7.819255,80.819133,"['74', '65', '15', '73', '34']",15.75,103360.87
336,79241.15,2,59.46,2,mixed,2,8.639929,80.096028,"['116', '85', '96', '83', '64']",12.42,47579.36
337,438748.81,3,217.37,2,wildlife,2,7.158537,80.837892,"['85', '35', '117', '31', '29', '53', '32']",23.07,381772.35
338,46178.99,3,324.31,2,mixed,1,8.129893,81.154964,"['83', '81', '3', '1', '7', '2', '6']",16.35,36643.08
339,486198.31,3,146.07,2,wildlife,2,7.607381,81.556635,"['85', '35', '73', '71', '117', '68', '51']",20.81,396508.75
340,93258.78,3,238.26,4,adventure,1,7.96913,81.654044,"['92', '42', '98', '87', '40', '31', '29']",18.41,82996.56
341,110818.88,4,180.02,2,beach,1,7.819584,80.147804,"['3', '1', '6', '2', '7', '5', '92', '8', '90', '108']",31.45,84563.95
342,203431.94,2,209.17,1,mixed,1,9.408558,81.346547,"['90', '83', '81', '64', '100']",12.01,133067.81
343,108246.57,5,244.02,2,adventure,3,6.606192,79.582587,"['47', '50', '40', '113', '54', '92', '120', '31', '32', '55', '29', '30']",20.8,73358.89
344,218515.97,4,267.65,2,beach,2,5.946883,80.345749,"['4', '1', '2', '6', '3', '7', '51', '8', '118', '5']",26.08,190240.6
345,55637.8,3,73.37,4,beach,3,7.77265,81.613748,"['108', '51', '8', '67', '70', '4', '63']",9.24,37522.16
346,39561.26,14,438.69,2,historical,3,6.853143,80.972766,"['10', '95', '36', '34', '96', '13', '14', '33', '12', '83', '11', '40']",64.57,29732.86
347,337746.58,3,151.88,1,beach,1,7.859751,81.713713,"['51', '7', '3', '2', '1', '6', '90']",15.56,308218.51
348,323545.3,4,162.19,1,cultural,1,8.331455,80.906959,"['74', '64', '60', '73', '77', '15', '34', '33', '65', '70']",24.25,228777.52
349,23889.78,3,75.28,2,adventure,1,6.610442,81.824574,"['62', '40', '30', '32', '92', '31', '29']",15.01,17647.36
350,31190.0,5,409.13,3,adventure,1,6.9978,79.604108,"['92', '31', '42', '32', '29', '40', '87', '30', '98', '50', '47', '55']",30.66,25981.65
351,30276.49,5,268.92,2,mixed,1,7.283284,80.746827,"['83', '1', '7', '3', '2', '6', '81', '34', '46', '95', '33', '36']",35.31,23092.13
352,19530.51,2,441.78,5,relaxation,2,6.035588,80.542675,"['117', '64', '4', '8', '10']",6.79,15852.09
353,21734.79,3,203.52,2,mixed,3,5.941076,80.020287,"['10', '36', '34', '5', '118', '95', '35']",16.5,20105.47
354,132491.78,3,153.18,3,cultural,2,6.570259,81.583682,"['71', '73', '119', '82', '48', '64', '115']",20.54,102036.29
355,354215.33,4,436.29,1,adventure,3,8.81036,80.495489,"['111', '47', '40', '50', '54', '113', '92', '94', '88', '86']",19.0,230726.22
356,13506.45,10,462.71,3,relaxation,2,9.354007,80.997643,"['64', '8', '83', '96', '14', '95', '36', '10', '31', '29', '32', '4']",55.26,10948.75
